square_feet,spray_count,mp_count,drip_count,rotor_count,valve_count,value_mill,est_irrig_value,region,building_type,mix_manufacturers,general_contractor
84755.32,7.1430197,6.008899,2.6897104,4.8187943,20.637272,13.962214,6169.7935,Southwest,school,True,Nix Construction
84740.195,7.1474485,6.0113053,2.6901057,4.821585,20.639452,13.961283,6169.5044,Southern California,school,True,Nix Construction
84952.6,7.154524,6.024284,2.6917694,4.8352647,20.663301,13.967012,6184.3433,Northeast,school,True,Nix Construction
84691.19,7.141623,6.002898,2.689575,4.819126,20.636433,13.958706,6168.2217,Central States,school,True,Nix Construction
84724.5,7.1444416,6.0085673,2.6898181,4.8193336,20.636795,13.960333,6172.4033,Southern California,park,True,Nix Construction
84674.12,7.13515,5.992526,2.689048,4.814134,20.625912,13.957218,6166.4346,Great Lakes,school,True,Nix Construction
84683.52,7.1392717,6.00333,2.689535,4.8159456,20.63178,13.958536,6167.5586,Southwest,school,True,Nix Construction
84847.555,7.146675,6.0321765,2.6909535,4.822494,20.646517,13.963594,6178.1475,Northeast,school,True,Nix Construction
84908.67,7.167278,6.0189943,2.691293,4.840623,20.669405,13.964765,6171.0513,Southern California,school,True,Nix Construction
84912.4,7.1611834,6.0472445,2.6926413,4.84004,20.66894,13.970118,6174.8438,Southwest,school,True,Nix Construction
84731.5,7.14149,6.003218,2.6896307,4.820833,20.63454,13.960317,6170.814,Northern California ,school,True,Nix Construction
84725.78,7.140713,6.0019984,2.6895478,4.8211246,20.637573,13.959876,6168.5493,Southwest,school,True,Nix Construction
85140.8,7.188488,6.1060534,2.6940603,4.847524,20.700232,13.981742,6190.448,Northwest,school,True,Nix Construction
84811.95,7.1470084,6.0141096,2.6904097,4.8206315,20.64192,13.963157,6172.1016,Southwest,school,True,Nix Construction
84996.95,7.1694307,6.0780997,2.6924667,4.8393536,20.684813,13.974401,6184.7275,Southwest,school,True,Nix Construction
85023.07,7.178981,6.047699,2.6944687,4.8601036,20.698069,13.98151,6180.898,Southwest,school,True,Nix Construction
84861.91,7.1534953,6.0256815,2.6907754,4.837534,20.656322,13.965552,6173.021,Northeast,school,True,Nix Construction
84702.18,7.1434817,6.004646,2.689775,4.8180475,20.638222,13.958879,6167.606,Southern California,school,True,Nix Construction
84752.35,7.14297,6.011476,2.6898735,4.8271456,20.6401,13.962728,6171.498,Northeast,school,True,Nix Construction
84722.71,7.1446576,6.007654,2.6899374,4.8184695,20.636768,13.960214,6171.847,Northeast,school,True,Nix Construction
84668.53,7.136906,5.9945045,2.6892066,4.8135715,20.626873,13.957301,6165.8384,Southern California,school,True,Nix Construction
85086.95,7.166539,6.0492573,2.6935172,4.844768,20.680042,13.977652,6190.589,Northeast,school,True,Nix Construction
84702.766,7.1388946,5.9982266,2.689275,4.815838,20.6302,13.958625,6167.7593,Southern California,school,True,Nix Construction
84942.58,7.178194,6.0478787,2.6945527,4.8475323,20.679346,13.976364,6178.933,Southeast,school,True,Nix Construction
85547.49,7.202502,6.180145,2.7014382,4.894637,20.738811,14.01611,6195.9297,Southwest,school,True,Nix Construction
84696.87,7.1469016,6.0048265,2.6897607,4.81802,20.63375,13.959843,6167.8066,Great Lakes,school,True,Nix Construction
84710.73,7.139902,6.0008416,2.689489,4.8155465,20.631899,13.959011,6168.2866,Southern California,school,True,Nix Construction
85061.875,7.171626,6.070886,2.6934202,4.8374014,20.667614,13.975228,6185.105,Southern California,school,True,Nix Construction
84729.92,7.1423,6.006991,2.689593,4.816735,20.63202,13.959958,6170.6807,Southwest,school,True,Nix Construction
84736.21,7.146014,6.016166,2.690311,4.823207,20.645733,13.960342,6174.8247,Central States,school,True,Nix Construction
85067.76,7.170072,6.0519557,2.693608,4.8492737,20.676414,13.974327,6181.0127,Southern California,school,True,Nix Construction
84945.25,7.169325,6.036634,2.6932535,4.8412094,20.674263,13.975168,6182.1543,Southwest,school,True,Nix Construction
84733.47,7.1433954,6.003379,2.6895938,4.821595,20.634394,13.960531,6169.3867,Southern California,school,True,Nix Construction
84890.51,7.1553216,6.032978,2.6919682,4.8398786,20.674099,13.964371,6176.138,Southern California,school,True,Nix Construction
85417.805,7.1865973,6.105962,2.7009487,4.8661265,20.727495,13.986947,6193.506,Southwest,school,True,Nix Construction
84779.3,7.149883,6.0098963,2.6901376,4.825819,20.650074,13.960992,6170.462,Northern California ,school,True,Nix Construction
84706.234,7.138998,5.9966116,2.689339,4.8183403,20.632954,13.959231,6170.066,Northeast,school,True,Nix Construction
84746.19,7.150645,6.0124655,2.6910272,4.823658,20.644688,13.961711,6169.795,Southern California,school,True,Nix Construction
85162.27,7.1756735,6.077148,2.6955595,4.8588824,20.693357,13.974689,6183.0234,Southwest,school,True,Nix Construction
84726.16,7.1412315,6.006735,2.69035,4.8215775,20.637503,13.959221,6168.34,Northeast,school,True,Nix Construction
84716.26,7.1394033,6.0010357,2.6896183,4.8160625,20.632406,13.958862,6169.6455,Northeast,school,True,Nix Construction
84887.39,7.15949,6.0478907,2.6923616,4.829201,20.67151,13.969109,6183.4136,Northeast,school,True,Nix Construction
84822.72,7.1599107,6.0297627,2.6918116,4.827958,20.662098,13.965315,6176.681,Southern California,school,True,Nix Construction
84688.96,7.1388793,5.99787,2.689373,4.8170657,20.629148,13.957988,6168.782,Southeast,school,True,Nix Construction
84771.61,7.1516514,6.020706,2.690636,4.8267455,20.648981,13.962908,6169.281,Southern California,school,True,Nix Construction
84705.02,7.141781,6.002314,2.6895819,4.8199596,20.635159,13.959982,6167.064,Southwest,school,True,Nix Construction
85416.5,7.2054315,6.108893,2.6987185,4.884724,20.725685,14.009803,6210.3057,Central States,school,True,Nix Construction
84913.805,7.173194,6.048319,2.6937737,4.8511043,20.674969,13.971356,6178.8804,Southwest,school,True,Nix Construction
85551.54,7.198059,6.120024,2.700012,4.8715105,20.734955,13.9976635,6190.2856,Northeast,school,True,Nix Construction
84726.945,7.144686,6.0057955,2.6899595,4.822487,20.641275,13.959452,6169.629,Southern California,school,True,Nix Construction
84820.6,7.1458974,6.0060444,2.6902294,4.8277082,20.647535,13.961667,6174.1436,Great Lakes,school,True,Nix Construction
84851.81,7.158703,6.0382166,2.6909585,4.8297987,20.65974,13.966639,6178.294,Southwest,school,True,Nix Construction
85668.22,7.2311864,6.1989336,2.7073307,4.9239717,20.821007,14.025616,6212.274,Southern California,school,True,Nix Construction
85160.78,7.181061,6.0846543,2.6974862,4.852971,20.710611,13.982191,6197.3745,Southwest,school,True,Nix Construction
84766.45,7.149412,6.010994,2.6897686,4.8218374,20.639141,13.962086,6172.3154,Southeast,school,True,Nix Construction
84706.164,7.140149,5.9982114,2.689483,4.816454,20.635256,13.958169,6169.786,Southeast,school,True,Nix Construction
84789.74,7.1498394,6.029265,2.690898,4.822747,20.649134,13.963495,6175.0566,Southern California,school,True,Nix Construction
85064.7,7.184124,6.0571723,2.6924872,4.829304,20.676336,13.975072,6179.6055,Southwest,school,True,Nix Construction
84740.09,7.142225,5.9980435,2.68949,4.820236,20.633968,13.960164,6167.8423,Northwest,school,True,Nix Construction
84776.83,7.1414437,6.0104375,2.6897788,4.8192067,20.639088,13.960472,6174.685,Northeast,school,True,Nix Construction
85164.17,7.1811943,6.1005926,2.6968098,4.859948,20.722893,13.984471,6187.538,Northeast,school,True,Nix Construction
84659.51,7.134685,5.9918585,2.6889894,4.812196,20.623964,13.956916,6166.4854,Central States,school,True,Nix Construction
84736.586,7.1418605,5.998851,2.6895719,4.821508,20.637629,13.958725,6168.4565,Southern California,school,True,Nix Construction
85057.67,7.1648507,6.0849204,2.6937962,4.838709,20.675138,13.973475,6177.95,Southern California,school,True,Nix Construction
84669.4,7.1351013,5.993532,2.6890306,4.81266,20.625044,13.957183,6167.802,Northeast,school,True,Nix Construction
84921.75,7.158138,6.0365076,2.6928134,4.829092,20.673134,13.965427,6195.079,Northern California ,school,True,Nix Construction
84831.62,7.1457896,6.018968,2.690697,4.8268957,20.65381,13.962472,6178.3164,Northeast,school,True,Nix Construction
85150.44,7.1758957,6.07189,2.6950543,4.8527713,20.695553,13.978398,6205.133,Northeast,school,True,Nix Construction
84833.734,7.154303,6.0187387,2.6912699,4.8294525,20.65253,13.966017,6181.948,Central States,school,True,Nix Construction
85415.15,7.1994977,6.1024623,2.6994748,4.874665,20.725061,13.99641,6191.318,Southwest,school,True,Nix Construction
84751.62,7.143955,6.005237,2.6897137,4.819285,20.638483,13.961021,6170.873,Northern California ,school,True,Nix Construction
84678.45,7.1390204,5.9986696,2.6893141,4.8155313,20.628988,13.95791,6166.683,Northern California ,school,True,Nix Construction
85211.945,7.1789603,6.0828037,2.6968353,4.8763947,20.70074,13.99274,6186.667,Northern California ,school,True,Nix Construction
85610.99,7.1937966,6.124331,2.701531,4.8655143,20.74609,14.00497,6221.155,Northeast,school,True,Nix Construction
84723.09,7.1453066,6.0155716,2.690309,4.8240757,20.64435,13.960426,6173.736,Southeast,school,True,Nix Construction
84899.45,7.168391,6.0174966,2.6915352,4.8311753,20.661674,13.96658,6171.836,Northern California ,school,True,Nix Construction
84968.3,7.1632056,6.051244,2.6940358,4.8400774,20.674389,13.974636,6182.423,Southwest,school,True,Nix Construction
84774.05,7.1457357,6.0072784,2.6900892,4.822491,20.648388,13.96088,6171.368,Southwest,school,True,Nix Construction
84731.516,7.148148,6.020587,2.6901379,4.822383,20.642523,13.961202,6172.722,Southern California,school,True,Nix Construction
85124.35,7.180695,6.087839,2.6960506,4.8552856,20.696026,13.983334,6184.3057,Northeast,school,True,Nix Construction
84663.33,7.1357193,5.9935384,2.6890006,4.8128214,20.625687,13.95716,6166.5513,Northern California ,school,True,Nix Construction
84797.625,7.1496973,6.0335436,2.6908958,4.827125,20.650894,13.962854,6184.0107,Central States,school,True,Nix Construction
84859.18,7.164199,6.03613,2.6915376,4.8413744,20.665089,13.968318,6174.7173,Central States,school,True,Nix Construction
84742.91,7.142325,6.0071282,2.6899424,4.8233256,20.64162,13.95911,6169.718,Northeast,school,True,Nix Construction
85111.38,7.175517,6.049325,2.6950943,4.853038,20.6896,13.977405,6187.5815,Great Lakes,school,True,Nix Construction
84658.98,7.1347766,5.9924517,2.689035,4.8130774,20.624588,13.95694,6165.2983,Southern California,school,True,Nix Construction
84666.93,7.1354747,5.9933753,2.688976,4.8131595,20.625948,13.9571085,6166.654,Northern California ,school,True,Nix Construction
85027.04,7.172852,6.064882,2.6956716,4.8484073,20.687902,13.978982,6195.4385,Southwest,school,True,Nix Construction
84752.24,7.146712,6.0068126,2.6899905,4.823686,20.642725,13.959985,6170.149,Great Lakes,school,True,Nix Construction
84676.28,7.1387477,5.999116,2.6895063,4.8177266,20.634022,13.958149,6167.8286,Southeast,school,True,Nix Construction
85145.805,7.1744256,6.0631495,2.6936312,4.8467407,20.681305,13.980338,6185.3804,Southwest,school,True,Nix Construction
84678.34,7.13996,5.9983525,2.689333,4.8158383,20.62804,13.9582615,6167.7285,Southwest,school,True,Nix Construction
84709.6,7.1408405,6.000756,2.6897027,4.8192163,20.636644,13.958656,6168.097,Southeast,school,True,Nix Construction
85299.74,7.181663,6.1021066,2.697141,4.8692946,20.699486,13.97783,6196.047,Southeast,school,True,Nix Construction
84673.55,7.1377277,5.9943542,2.6892064,4.814788,20.628202,13.957599,6165.6665,Northeast,school,True,Nix Construction
84998.445,7.1764264,6.0693307,2.693535,4.8427467,20.684658,13.971878,6188.584,Northern California ,school,True,Nix Construction
85319.836,7.201022,6.110652,2.6966693,4.8710136,20.73341,13.995837,6192.9585,Northeast,school,True,Nix Construction
85018.93,7.1699505,6.0701203,2.6943812,4.851816,20.67207,13.976957,6183.0977,Southwest,school,True,Nix Construction
84793.945,7.151921,6.0244093,2.6903653,4.826374,20.654392,13.964932,6174.171,Northern California ,school,True,Nix Construction
85347.4,7.1821218,6.090202,2.6957629,4.8534446,20.70965,13.980933,6199.2764,Northeast,school,True,Nix Construction
84734.74,7.14699,6.0071883,2.6898508,4.818797,20.635122,13.9608,6167.7524,Southern California,school,True,Nix Construction
85460.7,7.1998954,6.1048074,2.70243,4.8718185,20.732767,14.007735,6213.76,Southwest,school,True,Nix Construction
84879.61,7.1690464,6.036883,2.6917393,4.8416295,20.675795,13.967458,6172.0166,Southern California,school,True,Nix Construction
85094.89,7.1857824,6.085404,2.6939743,4.8450747,20.691319,13.97944,6192.614,Central States,school,True,Nix Construction
84728.66,7.1448627,6.00256,2.6896603,4.8241634,20.634663,13.95971,6168.8384,Northeast,school,True,Nix Construction
84918.47,7.162803,6.0372734,2.6918352,4.830678,20.668985,13.968626,6183.3003,Northern California ,school,True,Nix Construction
84723.305,7.141401,6.00319,2.689587,4.819221,20.637423,13.958866,6170.947,Northeast,school,True,Nix Construction
84901.31,7.1602483,6.0421157,2.693574,4.8440175,20.68261,13.971309,6189.1743,Southern California,school,True,Nix Construction
85285.18,7.1979885,6.070196,2.6956403,4.8629885,20.709414,13.990409,6188.2256,Southeast,school,True,Nix Construction
84732.01,7.142844,6.009932,2.6900063,4.8208504,20.641464,13.959887,6167.6934,Northeast,school,True,Nix Construction
84740.664,7.143947,6.0067782,2.6902058,4.8223567,20.639696,13.960553,6167.441,Southern California,school,True,Nix Construction
85141.375,7.17883,6.1341434,2.694853,4.8494835,20.693218,13.984737,6188.939,Northern California ,school,True,Nix Construction
84837.66,7.157462,6.021703,2.691509,4.8278713,20.652254,13.965109,6172.6704,Great Lakes,school,True,Nix Construction
85421.086,7.2195973,6.1366863,2.705132,4.8884554,20.750544,13.998241,6192.9814,Southwest,school,True,Nix Construction
85704.33,7.2503858,6.2100086,2.7143908,4.9139156,20.823936,14.035772,6232.648,Southwest,school,True,Nix Construction
84918.44,7.155631,6.0138073,2.6914215,4.8406744,20.665312,13.966268,6175.339,Northern California ,school,True,Nix Construction
85230.875,7.180967,6.080848,2.696995,4.8744564,20.705683,13.982472,6201.443,Southeast,school,True,Nix Construction
84806.79,7.1607227,6.0228653,2.6911762,4.8363476,20.653511,13.965245,6171.6865,Southern California,school,True,Nix Construction
85089.086,7.1866956,6.110487,2.6968658,4.8542733,20.711634,13.985102,6200.084,Southwest,school,True,Nix Construction
84803.63,7.151826,6.023567,2.6910903,4.8247986,20.65559,13.965533,6176.507,Northeast,school,True,Nix Construction
84668.69,7.136698,5.996956,2.689133,4.8139553,20.627884,13.957438,6168.0586,Central States,school,True,Nix Construction
87342.42,7.3180895,6.4536595,2.7375703,5.0227056,20.958523,14.150599,6250.1616,Southern California,school,True,Nix Construction
84928.54,7.177997,6.057587,2.6947749,4.850754,20.687828,13.973807,6180.662,Southern California,school,True,Nix Construction
84945.03,7.1658807,6.0495386,2.6917117,4.8424177,20.662449,13.970607,6180.575,Northeast,school,True,Nix Construction
84702.96,7.139484,6.005447,2.6895535,4.8178563,20.637028,13.958781,6173.4907,Great Lakes,school,True,Nix Construction
84685.445,7.1376405,5.994003,2.689171,4.8138156,20.627153,13.957693,6168.307,Central States,school,True,Nix Construction
85054.46,7.190037,6.1053534,2.6968265,4.8578105,20.708221,13.986777,6189.584,Southeast,school,True,Nix Construction
84788.586,7.150326,6.011048,2.6900392,4.8255854,20.644894,13.961365,6170.459,Southern California,park,True,Nix Construction
84696.625,7.138904,6.0011706,2.6893685,4.817207,20.63178,13.959165,6168.011,Northern California ,school,True,Nix Construction
84843.945,7.148987,6.034019,2.6906419,4.8259845,20.660955,13.96528,6172.3403,Northeast,school,True,Nix Construction
85093.086,7.1848874,6.061581,2.694721,4.8605924,20.694902,13.983132,6185.4873,Southern California,school,True,Nix Construction
84696.055,7.1424193,5.9969606,2.6892998,4.818314,20.632154,13.9586,6167.6274,Northern California ,school,True,Nix Construction
84833.2,7.1556706,6.0189867,2.6913106,4.8357043,20.651142,13.963505,6172.2964,Southeast,school,True,Nix Construction
84932.68,7.1599927,6.034717,2.6932244,4.8528605,20.667984,13.969675,6174.6855,Southwest,school,True,Nix Construction
85333.234,7.193217,6.1219635,2.6990728,4.8849273,20.746748,13.991348,6205.014,Northern California ,school,True,Nix Construction
84741.836,7.1484394,6.0053644,2.68997,4.8234024,20.639679,13.9608,6170.623,Great Lakes,school,True,Nix Construction
85114.516,7.1790214,6.0834165,2.6955929,4.8523374,20.701982,13.977605,6194.2715,Northeast,school,True,Nix Construction
85917.25,7.242238,6.1921678,2.7061682,4.8997083,20.778013,14.039764,6207.167,Northern California ,school,True,Nix Construction
85586.93,7.2236624,6.1667595,2.7011113,4.8853183,20.750965,14.019168,6209.802,Southwest,school,True,Nix Construction
84699.58,7.1390476,5.995154,2.6891904,4.816846,20.62907,13.958141,6167.544,Central States,school,True,Nix Construction
84700.83,7.141461,6.0020657,2.6896422,4.817406,20.634375,13.9587755,6166.7446,Southwest,school,True,Nix Construction
85457.695,7.182487,6.1080136,2.6979141,4.866125,20.727638,13.99424,6215.5513,Northeast,school,True,Nix Construction
84909.37,7.1547256,6.023877,2.6910453,4.8303256,20.656763,13.965149,6179.209,Northern California ,school,True,Nix Construction
84727.45,7.1434083,6.007545,2.6898756,4.819259,20.634073,13.959657,6168.234,Northern California ,school,True,Nix Construction
84829.96,7.1568837,6.017506,2.6912963,4.8308454,20.65057,13.964452,6173.6655,Great Lakes,school,True,Nix Construction
84758.96,7.1412177,6.0047674,2.689877,4.821941,20.639679,13.959442,6167.988,Northeast,school,True,Nix Construction
84657.97,7.134397,5.990684,2.688955,4.8127513,20.623865,13.956958,6165.4517,Northeast,school,True,Nix Construction
84680.94,7.1375804,5.994073,2.6892126,4.8140984,20.627392,13.958272,6167.292,Southwest,school,True,Nix Construction
85196.195,7.1724463,6.077064,2.6951969,4.85533,20.696354,13.981876,6184.97,Southwest,school,True,Nix Construction
84752.89,7.149512,6.0084176,2.6903691,4.827809,20.650368,13.961012,6171.4336,Central States,school,True,Nix Construction
84996.016,7.162033,6.040979,2.6932395,4.8409147,20.682674,13.971046,6192.405,Northeast,school,True,Nix Construction
85166.914,7.1792774,6.0722613,2.6947694,4.8561544,20.710302,13.986656,6184.1504,Northern California ,school,True,Nix Construction
85005.43,7.168042,6.059569,2.693467,4.8572283,20.69075,13.973199,6179.134,Southwest,school,True,Nix Construction
84761.234,7.1452804,6.0080214,2.6896062,4.819606,20.638947,13.959823,6171.271,Northern California ,school,True,Nix Construction
84756.07,7.1453414,6.007488,2.6897902,4.8252273,20.6405,13.95983,6169.9956,Southern California,school,True,Nix Construction
85288.57,7.1810055,6.0628304,2.6967397,4.8587484,20.711529,13.984633,6185.36,Northern California ,school,True,Nix Construction
85479.92,7.2148657,6.1809087,2.7026217,4.901488,20.766518,14.013637,6216.694,Northern California ,school,True,Nix Construction
85104.16,7.1949306,6.078143,2.695545,4.8613415,20.700216,13.977752,6181.3345,Southeast,school,True,Nix Construction
85323.2,7.1791244,6.0907216,2.6957304,4.847839,20.707066,13.984039,6192.821,Northeast,school,True,Nix Construction
84957.11,7.160679,6.023388,2.691506,4.841402,20.67376,13.9715605,6180.6553,Great Lakes,school,True,Nix Construction
84684.52,7.1373515,5.9943733,2.6891732,4.8159204,20.62994,13.957756,6166.826,Central States,school,True,Nix Construction
84660.16,7.135559,5.9921513,2.689048,4.8130608,20.625523,13.957152,6165.593,Southern California,school,True,Nix Construction
84653.03,7.133786,5.9892464,2.688906,4.8115897,20.62277,13.956718,6165.2026,Southern California,school,True,Nix Construction
84890.39,7.157985,6.0219398,2.691501,4.838289,20.664385,13.964128,6172.1846,Southwest,school,True,Nix Construction
85080.04,7.1693306,6.0783544,2.695276,4.8486724,20.689054,13.9796505,6194.3984,Northeast,school,True,Nix Construction
84774.234,7.146564,6.0119586,2.6902664,4.8229303,20.641268,13.961423,6175.8213,Southeast,school,True,Nix Construction
84807.94,7.151656,6.010668,2.690076,4.823906,20.650816,13.96176,6169.3584,Northeast,school,True,Nix Construction
84730.664,7.13998,6.0007424,2.6895432,4.822288,20.634672,13.960431,6168.4155,Northern California ,school,True,Nix Construction
84703.23,7.139205,6.001648,2.6896021,4.8178425,20.635,13.959255,6170.414,Southern California,school,True,Nix Construction
84934.38,7.166029,6.043783,2.6922925,4.8346543,20.666815,13.969821,6175.3936,Southwest,school,True,Nix Construction
84742.65,7.1459517,6.0166554,2.690213,4.821917,20.641178,13.961678,6171.2544,Southern California,school,True,Nix Construction
85882.69,7.2719736,6.2331533,2.7066982,4.9078,20.8104,14.047856,6207.9536,Southern California,school,True,Nix Construction
84797.82,7.1476655,6.008952,2.6902583,4.8255816,20.64291,13.961658,6173.599,Central States,school,True,Nix Construction
84677.47,7.13783,6.000637,2.6894846,4.814732,20.630648,13.95783,6167.345,Northeast,school,True,Nix Construction
84947.41,7.163014,6.0554357,2.6933367,4.844585,20.668201,13.972606,6188.9087,Northeast,school,True,Nix Construction
85314.234,7.1989408,6.152191,2.6991217,4.870672,20.746971,13.99862,6198.8315,Southern California,school,True,Nix Construction
84704.97,7.140883,6.00419,2.6892285,4.81527,20.630976,13.9589,6171.6206,Southwest,school,True,Nix Construction
84837.61,7.1571636,6.0292606,2.6906323,4.825049,20.645784,13.969949,6176.1357,Northern California ,school,True,Nix Construction
84787.38,7.155997,6.0208373,2.6906066,4.82831,20.658487,13.96496,6173.717,Central States,school,True,Nix Construction
84670.17,7.1355004,5.991869,2.689021,4.8137364,20.626028,13.957022,6166.0005,Southern California,school,True,Nix Construction
84755.98,7.146841,6.0229907,2.6910164,4.828771,20.650877,13.962249,6172.0063,Northeast,school,True,Nix Construction
85358.88,7.1886744,6.1139297,2.6988976,4.8606634,20.745153,13.992233,6217.073,Northern California ,school,True,Nix Construction
84768.58,7.1465154,6.0170083,2.6903598,4.8217316,20.642607,13.960752,6178.3823,Northeast,school,True,Nix Construction
84825.23,7.155279,6.0209064,2.690505,4.8273716,20.652172,13.965431,6176.595,Central States,school,True,Nix Construction
84793.766,7.1491895,6.0189786,2.690881,4.8253884,20.651693,13.962302,6172.819,Northeast,school,True,Nix Construction
84741.8,7.1452627,6.011738,2.6900883,4.820464,20.64436,13.960284,6168.8022,Southern California,school,True,Nix Construction
84679.805,7.137922,5.9971294,2.6891353,4.8145185,20.627748,13.9577465,6169.0386,Central States,school,True,Nix Construction
85201.66,7.1819263,6.143869,2.6992195,4.8701086,20.726439,13.983409,6194.4863,Southern California,school,True,Nix Construction
84916.55,7.1567745,6.0421114,2.6928165,4.8276815,20.656097,13.967385,6176.299,Southwest,school,True,Nix Construction
84712.17,7.1438355,6.007131,2.6900618,4.8196964,20.63501,13.95994,6168.229,Southern California,school,True,Nix Construction
84782.91,7.145003,6.0154743,2.6902425,4.818474,20.642782,13.962035,6174.9976,Southwest,school,True,Nix Construction
84829.44,7.1540494,6.0209618,2.6914907,4.8330803,20.647964,13.963818,6175.6797,Southeast,school,True,Nix Construction
84772.63,7.147571,6.005237,2.6899078,4.822684,20.642656,13.960674,6169.021,Southern California,school,True,Nix Construction
84954.07,7.1711063,6.0468826,2.693903,4.8504763,20.678656,13.980863,6180.137,Northern California ,school,True,Nix Construction
85491.586,7.201289,6.1201034,2.6996346,4.916461,20.759552,14.009751,6197.451,Southwest,school,True,Nix Construction
85191.3,7.190475,6.085474,2.6968875,4.8585105,20.71688,13.985509,6199.6675,Northern California ,school,True,Nix Construction
85220.805,7.2079196,6.1092715,2.6987615,4.8765907,20.73839,13.994629,6195.7124,Great Lakes,school,True,Nix Construction
85110.07,7.2029495,6.0997767,2.700197,4.866847,20.739412,13.983868,6193.6396,Central States,school,True,Nix Construction
84680.81,7.1367083,5.9961996,2.689182,4.8134475,20.628693,13.957448,6165.672,Northeast,school,True,Nix Construction
84699.51,7.141191,6.0009084,2.689574,4.8157544,20.630745,13.95857,6169.1006,Southern California,school,True,Nix Construction
84723.83,7.1413,6.0027914,2.6896787,4.8210206,20.63252,13.959689,6171.2153,Northeast,school,True,Nix Construction
84750.164,7.1447225,6.0111136,2.690188,4.8273406,20.640175,13.960611,6170.914,Southern California,school,True,Nix Construction
84666.43,7.136901,5.993865,2.6891723,4.8157573,20.626352,13.957264,6166.366,Southern California,school,True,Nix Construction
84752.83,7.145812,6.0106025,2.6901357,4.819435,20.638866,13.960211,6177.2915,Northeast,school,True,Nix Construction
84824.72,7.153451,6.0206313,2.6913023,4.829935,20.64792,13.963814,6172.21,Southwest,school,True,Nix Construction
84661.39,7.1346745,5.99107,2.6889694,4.812914,20.62413,13.957069,6165.697,Southwest,school,True,Nix Construction
84856.695,7.1546793,6.024049,2.6915379,4.829858,20.651747,13.968145,6176.479,Southwest,school,True,Nix Construction
85495.45,7.203857,6.0887084,2.699216,4.8846064,20.725866,13.994806,6187.1787,Northern California ,school,True,Nix Construction
84708.04,7.140549,6.003919,2.689614,4.815729,20.63248,13.958715,6169.486,Northeast,school,True,Nix Construction
84833.24,7.1544776,6.028688,2.6913059,4.8326097,20.654198,13.965237,6169.035,Southern California,school,True,Nix Construction
84966.88,7.1663804,6.0379257,2.6928816,4.847448,20.689806,13.974521,6180.132,Southwest,school,True,Nix Construction
84983.69,7.1668897,6.056763,2.6919708,4.8418784,20.661064,13.971366,6177.298,Southwest,school,True,Nix Construction
84668.9,7.1366673,5.995379,2.6891437,4.8130493,20.626366,13.957481,6167.173,Southwest,school,True,Nix Construction
84676.82,7.1383533,5.994596,2.6891499,4.815941,20.63012,13.957735,6167.6333,Central States,school,True,Nix Construction
85039.74,7.1815495,6.0615997,2.6941335,4.8699617,20.692694,13.9779415,6188.8306,Southeast,school,True,Nix Construction
84704.17,7.138589,5.997458,2.6895013,4.8164783,20.63176,13.958254,6167.447,Northern California ,school,True,Nix Construction
84685.8,7.1367097,5.9935803,2.6890743,4.815773,20.628695,13.957431,6166.13,Great Lakes,school,True,Nix Construction
84685.06,7.138241,5.9955893,2.689315,4.8155117,20.628803,13.957853,6166.2236,Northern California ,school,True,Nix Construction
84864.35,7.159513,6.040672,2.6921654,4.8432527,20.664019,13.973184,6175.6333,Southwest,school,True,Nix Construction
86511.19,7.2809176,6.3430433,2.7192297,4.956926,20.92979,14.07139,6256.587,Northern California ,school,True,Nix Construction
84655.87,7.135125,5.9910417,2.6889393,4.8125153,20.624233,13.956865,6165.4053,Southern California,school,True,Nix Construction
85108.836,7.1765866,6.067359,2.6943076,4.8516,20.701193,13.974944,6195.5854,Great Lakes,school,True,Nix Construction
85120.97,7.1806755,6.054663,2.693571,4.8477488,20.691275,13.976955,6184.038,Northern California ,school,True,Nix Construction
84727.84,7.140965,6.010887,2.6894476,4.8171115,20.63474,13.960606,6170.9375,Southwest,school,True,Nix Construction
84760.695,7.145781,6.0069933,2.690237,4.8256106,20.641556,13.96136,6167.5356,Southwest,school,True,Nix Construction
85080.65,7.15865,6.03843,2.692732,4.8440943,20.68481,13.971053,6179.729,Southwest,school,True,Nix Construction
84741.0,7.145013,6.0145597,2.690779,4.8250575,20.646069,13.960481,6169.105,Southern California,school,True,Nix Construction
84968.6,7.168129,6.056862,2.6927907,4.8507605,20.668903,13.976218,6185.304,Central States,school,True,Nix Construction
84758.336,7.1422763,6.0178394,2.6899264,4.819876,20.640255,13.960716,6172.202,Northeast,school,True,Nix Construction
85227.914,7.1888695,6.057364,2.694387,4.8811965,20.694613,13.986363,6187.5947,Central States,school,True,Nix Construction
84899.4,7.1519847,6.0323987,2.6915417,4.8393817,20.662207,13.96668,6175.41,Northeast,school,True,Nix Construction
84693.29,7.145365,5.999533,2.6894586,4.8169613,20.63229,13.958818,6167.3623,Southeast,school,True,Nix Construction
85620.73,7.229749,6.125247,2.701569,4.8746815,20.753735,13.999635,6188.668,Northwest,school,True,Nix Construction
84788.42,7.1541376,6.018028,2.6912599,4.827349,20.649088,13.964209,6171.505,Southwest,school,True,Nix Construction
84815.11,7.1510715,6.0288434,2.69078,4.8269925,20.64917,13.964895,6177.2607,Southern California,school,True,Nix Construction
